Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,REP Mitt Romney l Paul Ryan,DEM Barack Obama I Joe Biden,LIB Gary Johnson I Jim Gray,GRN Jill Stein l Cheri Honkala,Stewart Alexanderl Alex Mendoza,Rocky Anderson I Luis J. Rodriguez,Avery Ayers l Alejandrina Cabrera,Andre N. Barnettl Kenneth R. Cross
President and Vice President,0988,44,21,65,111,58.56%,54,9,2,0,0,0,0,0
President and Vice President,0989,18,8,26,36,72.22%,12,14,0,0,0,0,0,0
President and Vice President,0990,37,15,52,154,33.77%,18,31,0,0,0,0,0,0
President and Vice President,0991,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,0992,311,202,513,1015,50.54%,282,208,6,2,0,0,0,0
President and Vice President,0993,272,91,363,551,65.88%,286,67,4,2,0,0,0,0
President and Vice President,0994,6,5,11,8,137.50%,2,9,0,0,0,0,0,0
President and Vice President,0995,598,190,788,1269,62.10%,38,735,3,2,0,0,0,0
President and Vice President,0996,297,125,422,699,60.37%,250,163,4,2,0,0,0,0
President and Vice President,0997,432,328,760,1439,52.81%,119,622,10,2,0,1,0,0
President and Vice President,0998,15,9,24,35,68.57%,17,7,0,0,0,0,0,0
President and Vice President,0999,30,16,46,65,70.77%,36,8,1,0,0,0,0,0
President and Vice President,1000,105,0,105,458,22.93%,16,88,0,0,0,0,0,0
President and Vice President,1001,497,294,791,1566,50.51%,164,606,3,0,0,0,0,0
President and Vice President,1002,465,314,779,1738,44.82%,90,668,5,2,0,0,0,0
President and Vice President,1003,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1004,225,153,378,656,57.62%,200,156,14,5,0,0,0,0
President and Vice President,1005,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1006,3,0,3,5,60.00%,3,0,0,0,0,0,0,0
President and Vice President,1007,556,295,851,1371,62.07%,212,627,5,2,0,0,0,0
President and Vice President,1008,86,21,107,150,71.33%,86,18,0,1,0,0,0,0
President and Vice President,1009,3,1,4,8,50.00%,3,1,0,0,0,0,0,0
President and Vice President,1010,126,74,200,317,63.09%,33,158,2,2,0,0,0,0
President and Vice President,1011,12,3,15,29,51.72%,5,9,0,1,0,0,0,0
President and Vice President,1012,395,318,713,1235,57.73%,188,509,0,1,0,0,0,0
President and Vice President,1013,8,14,22,60,36.67%,15,7,0,0,0,0,0,0
President and Vice President,1014,9,7,16,36,44.44%,3,12,0,0,0,0,0,0
President and Vice President,1015,11,7,18,29,62.07%,5,13,0,0,0,0,0,0
President and Vice President,1016,593,364,957,1626,58.86%,423,494,15,5,0,0,0,0
President and Vice President,1017,129,50,179,232,77.16%,51,120,3,2,0,0,0,0
President and Vice President,1018,209,92,301,468,64.32%,143,152,2,0,0,0,0,0
President and Vice President,1019,427,4,431,1518,28.39%,14,406,0,0,0,0,0,0
President and Vice President,1020,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1,021,1,0,1,2,50.00%,0,1,0,0,0,0,0,0
President and Vice President,1022,190,30,220,426,51.64%,169,46,1,0,0,0,0,0
President and Vice President,1023,898,401,1299,1964,66.14%,857,415,12,8,0,0,0,0
President and Vice President,1024,113,77,190,259,73.36%,98,83,3,0,0,0,0,0
President and Vice President,1,025,4,0,4,1,8,22.22%,1,3,0,0,0,0,0,0
President and Vice President,1026,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1027,0,1,1,1,100.00%,1,0,0,0,0,0,0,0
President and Vice President,1028,0,1,1,0,0.00%,1,0,0,0,0,0,0,0
President and Vice President,1029,1023,641,1664,1802,92.34%,1316,322,10,5,0,0,0,0
President and Vice President,1030,399,105,504,655,76.95%,439,54,7,0,0,0,0,0
President and Vice President,1,031,3,3,6,6,100.00%,5,1,0,0,0,0,0,0
President and Vice President,1032,59,80,139,241,57.68%,103,32,0,0,0,0,0,0
President and Vice President,1033,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1034,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1035,24,13,37,139,26.62%,2,35,0,0,0,0,0,0
President and Vice President,1036,144,46,190,433,43.88%,146,36,0,0,0,0,0,0
President and Vice President,1037,27,16,43,73,58.90%,27,15,1,0,0,0,0,0
President and Vice President,1038,133,43,176,266,66.17%,11,158,1,0,0,0,0,0
President and Vice President,1039,3,5,8,20,40.00%,1,7,0,0,0,0,0,0
President and Vice President,1040,196,146,342,607,56.34%,182,148,5,3,0,0,0,0
President and Vice President,1,041,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1042,228,50,278,498,55.82%,80,193,3,1,0,0,0,0
President and Vice President,1043,12,2,14,31,45.16%,3,11,0,0,0,0,0,0
President and Vice President,1044,29,5,34,59,57.63%,7,27,0,0,0,0,0,0
President and Vice President,1045,615,321,936,1439,65.05%,117,799,5,3,0,0,0,0
President and Vice President,1046,19,18,37,54,68.52%,5,31,0,1,0,0,0,0
President and Vice President,1047,564,288,852,1242,68.60%,264,570,6,2,0,0,0,0
President and Vice President,1,048,3,1,4,1,8,22.22%,2,2,0,0,0,0,0,0
President and Vice President,1049,57,71,128,266,48.12%,39,86,1,0,0,0,0,0
President and Vice President,1050,148,153,301,506,59.49%,72,223,1,0,0,1,0,0
President and Vice President,1,051,0,1,2,1,2,0,0.00%,9,2,0,0,0,0,0,0
President and Vice President,1052,0,2,2,0,0.00%,1,1,0,0,0,0,0,0
President and Vice President,1053,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1054,0,0,0,1,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1055,0,0,0,0,0.00%,0,0,0,0,0,0,0,0
President and Vice President,1056,4,0,4,6,66.67%,0,4,0,0,0,0,0,0
President and Vice President,1057,34,7,41,115,35.65%,2,39,0,0,0,0,0,0
President and Vice President,1058,540,246,786,1190,66.05%,129,643,1,5,0,0,0,0
President and Vice President,1,059,7,3,1,0,23,43.48%,1,9,0,0,0,0,0,0
President and Vice President,1060,13,4,17,49,34.69%,9,8,0,0,0,0,0,0
President and Vice President,1061,666,300,966,1613,59.89%,529,415,8,4,0,0,0,0
President and Vice President,1062,59,26,85,168,50.60%,20,60,1,0,0,0,0,0
President and Vice President,1063,226,63,289,792,36.49%,28,254,1,1,0,0,0,0
President and Vice President,1064,45,1,46,120,38.33%,35,10,0,0,0,0,0,0
President and Vice President,Totals:,777067,427100,1204167,1942566,,586073,587044,11098,4122,8,49,0,0
Office,Precinct,Early Ballots Cast,Election Ballots Cast,Total Ballots Cast,Registered Voters,Percent Turnout,Virgil Goodel Jim Clymer,Thaddaus Hill I Gordon F. Bailey,Tom Hoeflingl Jonathan D. Ellis,Totals
President and Vice President,0001,512,515,1328,2155,61.62%,0,0,0,1317
President and Vice President,0002,750,407,1167,1890,61.75%,0,0,0,1158
President and Vice President,0003,555,474,1140,1519,75.05%,0,0,0,1129
President and Vice President,0004,551,534,1215,1652,73.55%,0,0,0,1204
President and Vice President,0005,475,515,996,1376,72.38%,0,0,0,988
President and Vice President,0005,1251,929,2180,3616,60.29%,0,0,0,2147
President and Vice President,0007,495,1,24,620,1058,58.60%,0,0,0,607
President and Vice President,0005,554,430,1094,1706,64.13%,0,0,0,1080
President and Vice President,0009,475,352,857,1736,49.37%,0,0,0,839
President and Vice President,0010,499,245,744,1722,43.21%,0,0,0,713
President and Vice President,0011,415,335,753,1830,41.15%,0,0,0,719
President and Vice President,0012,225,133,361,716,50.42%,0,0,0,353
President and Vice President,0013,1142,443,1585,2823,56.15%,0,0,0,1564
President and Vice President,0014,754,505,1370,1848,74.13%,0,0,0,1351
President and Vice President,0015,1149,1015,2165,2806,77.16%,0,0,0,2146
President and Vice President,0015,452,175,637,947,67.27%,0,0,0,630
President and Vice President,0017,347,325,673,1105,60.90%,0,0,0,654
President and Vice President,0015,551,453,1034,1396,74.07%,0,0,0,1027
President and Vice President,0019,424,251,685,995,68.84%,0,0,0,676
President and Vice President,0020,555,470,1156,3074,37.61%,0,0,0,1139
President and Vice President,0021,420,230,650,1013,64.17%,0,0,0,635
President and Vice President,0022,593,554,1447,2524,57.33%,0,0,0,1424
President and Vice President,0023,100,55,165,512,32.23%,0,0,0,162
President and Vice President,0024,225,121,346,611,56.63%,0,0,0,340
President and Vice President,0025,245,304,550,1062,51.79%,0,0,0,539
President and Vice President,0025,454,455,950,1843,51.55%,0,0,0,931
President and Vice President,0027,522,595,1517,3005,50.48%,0,0,0,1493
President and Vice President,0025,1445,455,1913,2782,68.76%,0,0,0,1893
President and Vice President,0029,419,577,996,2659,37.46%,0,0,0,971
President and Vice President,0030,503,555,1391,2034,68.39%,0,0,0,1374
President and Vice President,0031,915,525,1442,2518,57.27%,0,0,0,1429
President and Vice President,0032,504,555,1360,2171,62.64%,0,0,0,1350
President and Vice President,0033,1495,543,2339,3540,66.07%,2,0,0,2323
President and Vice President,0034,1029,749,1778,2676,66.44%,1,0,0,1763
President and Vice President,0035,4,0,4,12,33.33%,0,0,0,4
President and Vice President,0035,995,479,1474,2868,51.39%,0,0,0,1446
President and Vice President,0037,809,479,1288,1885,68.33%,0,0,0,1275
President and Vice President,0038,1251,573,1924,2703,71.18%,0,0,0,1908
President and Vice President,0039,1082,723,1805,2726,66.21%,0,0,0,1782
President and Vice President,0040,241,1,35,376,524,71.76%,0,0,0,372
President and Vice President,0041,550,284,844,1197,70.51%,0,0,0,834
President and Vice President,0042,505,139,644,1121,57.45%,0,0,0,635
President and Vice President,0043,521,372,893,1644,54.32%,0,0,0,880
President and Vice President,0044,493,314,807,1976,40.84%,1,0,0,786
President and Vice President,0045,2434,1138,3572,6031,59.23%,1,0,0,3514
President and Vice President,0045,539,433,972,2468,39.38%,0,0,0,946
President and Vice President,0047,535,345,881,1624,54.25%,0,0,0,870
President and Vice President,0048,371,193,564,992,56.85%,0,0,0,559
President and Vice President,0049,1229,559,1898,3144,60.37%,3,0,0,1868
President and Vice President,0050,1908,1110,3018,4762,63.38%,0,0,0,2992
President and Vice President,0051,550,349,1009,1568,64.35%,0,0,0,995
President and Vice President,0052,985,520,1605,2299,69.81%,1,0,0,1592
President and Vice President,0053,1110,884,1994,2808,71.01%,0,0,0,1977
President and Vice President,0054,510,402,1012,1408,71.88%,0,0,0,1000
President and Vice President,0055,443,394,837,1305,64.14%,0,0,0,828
President and Vice President,0055,552,307,859,1285,66.85%,0,0,0,845
President and Vice President,0057,1280,955,2236,3062,73.02%,0,0,0,2213
President and Vice President,0058,885,747,1632,2521,64.74%,0,0,0,1609
President and Vice President,0059,915,751,1666,2283,72.97%,0,0,0,1659
President and Vice President,0050,849,554,1513,2263,66.86%,0,0,0,1498
President and Vice President,0051,439,528,967,2250,42.98%,0,0,0,940
President and Vice President,0052,420,528,948,2190,43.29%,0,0,0,917
President and Vice President,0053,575,400,1075,1784,60.26%,0,0,0,1062
President and Vice President,0054,410,420,830,2090,39.71%,0,0,0,809
President and Vice President,0055,404,532,936,2178,42.98%,0,0,0,919
President and Vice President,0055,172,279,451,1090,41.38%,0,0,0,440
President and Vice President,0057,555,574,1240,2742,45.22%,0,0,0,1215
President and Vice President,0068,1200,486,1686,2782,60.60%,0,0,0,1667
President and Vice President,0059,215,254,502,1303,38.53%,0,0,0,485
President and Vice President,0070,1545,725,2371,3142,75.46%,0,0,0,2353
President and Vice President,0071,1434,945,2382,3662,65.05%,0,0,0,2361
President and Vice President,0072,442,552,1004,1882,53.35%,0,0,0,978
President and Vice President,0073,502,495,998,1494,66.80%,0,0,0,990
President and Vice President,0074,2221,530,2751,3632,75.74%,0,0,0,2724
President and Vice President,0075,455,370,858,1329,64.56%,0,0,0,849
President and Vice President,0075,515,559,1384,2328,59.45%,0,0,0,1357
President and Vice President,0077,159,51,250,565,44.25%,0,0,0,249
President and Vice President,0075,350,344,704,1479,47.60%,0,0,0,687
President and Vice President,0079,511,717,1228,2959,41.50%,0,0,0,1184
President and Vice President,0050,1159,451,1640,2712,60.47%,0,0,0,1613
President and Vice President,0051,540,309,849,1839,46.17%,0,0,0,835
President and Vice President,0052,1354,515,2170,3284,66.08%,0,0,0,2152
President and Vice President,0053,2535,1151,3817,5598,68.19%,0,0,0,3788
President and Vice President,0054,445,345,791,1389,56.95%,0,0,2,781
President and Vice President,0055,735,545,1283,2079,61.71%,0,0,0,1274
President and Vice President,0055,1059,559,1748,2637,66.29%,0,0,0,1732
President and Vice President,0057,1230,551,2091,2749,76.06%,0,0,0,2079
President and Vice President,0055,235,152,397,678,58.55%,0,0,0,388
President and Vice President,0059,345,454,799,1104,72.37%,0,0,0,789
President and Vice President,0090,1500,955,2458,3571,68.83%,0,0,0,2427
President and Vice President,0091,455,333,799,1248,64.02%,0,0,0,794
President and Vice President,0092,1105,534,1640,2228,73.61%,0,0,0,1620
President and Vice President,0093,752,543,1425,3295,43.25%,0,0,0,1389
President and Vice President,0094,145,104,252,537,46.93%,0,0,1,246
President and Vice President,0095,1594,571,2365,3179,74.39%,0,0,0,2347
President and Vice President,0095,355,237,602,1241,48.51%,0,0,0,597
President and Vice President,0097,2395,754,3162,4566,69.25%,0,0,0,3127
President and Vice President,0095,575,507,1482,2403,61.67%,0,0,0,1470
President and Vice President,0099,555,311,879,2040,43.09%,0,0,0,862
President and Vice President,0100,427,324,751,1754,42.82%,0,0,0,734
President and Vice President,0101,204,155,390,941,41.45%,0,0,0,383
President and Vice President,0102,493,255,761,1910,39.84%,0,0,0,740
President and Vice President,0103,1915,1055,2980,4751,62.72%,0,0,1,2938
President and Vice President,0104,993,238,1231,1847,66.65%,0,0,0,1215
President and Vice President,0105,452,453,915,2153,42.50%,0,0,0,889
President and Vice President,0105,49,37,86,284,30.28%,0,0,0,84
President and Vice President,0107,412,441,853,1905,44.78%,0,0,0,831
President and Vice President,0108,1195,514,1709,3229,52.93%,0,0,0,1678
President and Vice President,0109,1151,430,1591,2884,55.17%,0,0,0,1571
President and Vice President,0110,1455,589,2054,2853,71.99%,0,0,0,2034
President and Vice President,0111,1872,848,2720,3638,74.77%,0,0,0,2694
President and Vice President,0112,1253,668,1931,2894,66.72%,0,0,0,1912
President and Vice President,0113,1125,590,1716,2537,67.64%,0,0,0,1701
President and Vice President,0114,1457,545,2003,2650,75.58%,1,0,0,1980
President and Vice President,0115,599,305,904,1764,51.25%,0,0,0,891
President and Vice President,0115,1531,747,2378,3014,78.90%,0,0,0,2356
President and Vice President,0117,398,452,860,1878,45.79%,0,0,0,838
President and Vice President,0118,450,148,608,743,81.83%,0,0,0,603
President and Vice President,0119,1925,1255,3190,4892,65.21%,2,0,0,3154
President and Vice President,0120,1205,532,1838,2986,61.55%,0,0,0,1809
President and Vice President,01,21,193,244,437,679,64.36%,0,0,0,426
President and Vice President,0122,595,349,1244,2199,56.57%,0,0,0,1217
President and Vice President,0123,445,350,796,1356,58.70%,0,0,0,789
President and Vice President,0124,3527,1281,4808,5952,80.78%,1,0,0,4782
President and Vice President,0125,597,534,1431,2281,62.74%,0,0,1,1411
President and Vice President,0125,1531,407,2038,2799,72.81%,0,0,2,2014
President and Vice President,0127,554,182,1036,1703,60.83%,0,0,0,1018
President and Vice President,0128,938,735,1674,2257,74.17%,0,0,0,1657
President and Vice President,0129,2303,1449,3752,5495,68.28%,0,0,0,3719
President and Vice President,0130,1210,523,1733,2240,77.37%,0,0,0,1719
President and Vice President,0131,507,374,981,1721,57.00%,0,0,0,966
President and Vice President,0132,1121,397,1518,2449,61.98%,0,0,0,1496
President and Vice President,0133,1091,940,2031,2605,77.97%,0,0,0,2018
President and Vice President,0134,420,392,812,1444,56.23%,0,0,0,798
President and Vice President,0135,1438,534,2072,2750,75.35%,0,0,0,2058
President and Vice President,0135,986,451,1437,2111,68.07%,0,0,0,1418
President and Vice President,0137,305,193,498,740,67.30%,0,0,0,492
President and Vice President,0138,661,259,920,1749,52.60%,0,0,0,902
President and Vice President,0139,1307,747,2054,2746,74.80%,0,0,0,2037
President and Vice President,0140,1317,683,2000,3104,64.43%,0,0,0,1976
President and Vice President,0141,181,143,324,872,37.16%,0,0,0,317
President and Vice President,0142,212,171,383,870,44.02%,0,0,0,374
President and Vice President,0143,3002,660,3662,4598,79.64%,0,0,0,3639
President and Vice President,0144,477,204,681,1143,59.58%,0,0,0,672
President and Vice President,0145,663,245,908,1580,57.47%,0,0,0,896
President and Vice President,0146,760,614,1374,1953,70.35%,1,0,0,1362
President and Vice President,0147,1259,485,1744,2813,62.00%,0,0,0,1712
President and Vice President,0148,917,924,1841,2467,74.63%,1,0,0,1835
President and Vice President,0149,2868,1322,4190,6103,68.65%,1,0,0,4142
President and Vice President,0150,539,207,746,1212,61.55%,0,0,0,737
President and Vice President,0151,316,148,464,846,54.85%,0,0,0,452
President and Vice President,0152,484,602,1086,2701,40.21%,0,0,0,1059
President and Vice President,0153,328,437,765,1755,43.59%,0,0,0,742
President and Vice President,0154,593,360,953,2133,44.68%,0,0,0,924
President and Vice President,0155,1964,834,2798,4087,68.46%,0,0,0,2767
President and Vice President,0156,1432,457,1889,3134,60.27%,2,0,1,1865
President and Vice President,0157,881,382,1263,2311,54.65%,0,0,0,1244
President and Vice President,0158,1304,435,1739,3016,57.66%,0,0,0,1719
President and Vice President,0159,313,187,500,976,51.23%,0,0,0,494
President and Vice President,0160,245,140,386,688,56.10%,0,0,0,383
President and Vice President,0161,395,190,585,1030,56.80%,0,0,0,579
President and Vice President,0162,232,262,494,1249,39.55%,0,0,0,484
President and Vice President,0163,781,635,1416,3054,46.37%,0,0,0,1386
President and Vice President,01,54,505,304,809,1434,56.42%,0,0,0,790
President and Vice President,0165,922,557,1479,2284,64.75%,2,0,0,1453
President and Vice President,0166,281,311,592,1016,58.27%,0,0,0,584
President and Vice President,0167,5,2,7,23,30.43%,0,0,0,7
President and Vice President,0168,189,126,315,519,60.69%,0,0,0,309
President and Vice President,0169,1060,433,1493,2531,58.99%,0,0,0,1471
President and Vice President,0170,481,353,834,1887,44.20%,0,0,0,816
President and Vice President,0171,514,294,808,1613,50.09%,0,0,0,793
President and Vice President,0172,152,147,309,600,51.50%,0,0,0,301
President and Vice President,0173,1501,519,2420,3105,77.94%,0,0,0,2409
President and Vice President,0174,1555,757,2323,3159,73.54%,0,0,0,2304
President and Vice President,0175,1075,557,1942,2506,77.49%,0,0,0,1931
President and Vice President,0175,529,530,1159,1581,73.31%,0,0,0,1142
President and Vice President,0177,577,355,1062,1478,71.85%,0,0,0,1050
President and Vice President,0175,915,355,1286,1718,74.85%,1,0,0,1276
President and Vice President,0179,451,321,772,1508,51.19%,0,0,0,756
President and Vice President,0150,957,552,1519,2795,54.35%,0,0,0,1491
President and Vice President,0151,415,514,932,1968,47.36%,0,0,0,910
President and Vice President,0152,1334,1051,2415,3289,73.43%,0,0,0,2399
President and Vice President,0153,977,943,1920,2451,78.34%,0,0,0,1909
President and Vice President,0154,214,255,470,969,48.50%,0,0,0,459
President and Vice President,0155,593,494,1087,1910,56.91%,0,0,0,1066
President and Vice President,0155,204,170,374,795,47.04%,0,0,0,365
President and Vice President,0157,45,55,113,309,36.57%,0,0,0,110
President and Vice President,0155,307,375,685,1616,42.39%,0,0,0,677
President and Vice President,0159,495,473,968,1453,66.62%,0,0,0,959
President and Vice President,0190,275,401,676,1720,39.30%,0,0,0,658
President and Vice President,0191,197,313,510,1391,36.66%,0,0,0,499
President and Vice President,0192,745,332,1078,2045,52.71%,0,0,0,1057
President and Vice President,0193,341,259,610,1050,58.10%,0,0,0,601
President and Vice President,0194,711,504,1215,1735,70.03%,0,0,0,1207
President and Vice President,0195,539,419,958,1721,55.67%,0,0,0,946
President and Vice President,0195,121,55,176,323,54.49%,0,0,0,175
President and Vice President,0197,1111,497,1608,2895,55.54%,0,0,0,1587
President and Vice President,0195,144,155,302,657,45.97%,1,0,0,300
President and Vice President,0199,1410,773,2183,3159,69.10%,0,0,0,2155
President and Vice President,0200,1554,555,2239,3222,69.49%,1,0,0,2224
President and Vice President,0201,229,125,354,728,48.63%,0,0,0,348
President and Vice President,0202,455,332,820,1479,55.44%,0,0,0,810
President and Vice President,0203,255,155,422,900,46.89%,0,0,0,411
President and Vice President,0204,1505,914,2419,3462,69.87%,0,0,0,2386
President and Vice President,0205,856,201,1057,1667,63.41%,0,0,0,1044
President and Vice President,0205,552,559,1311,2662,49.25%,0,0,0,1295
President and Vice President,0207,410,310,720,1144,62.94%,0,0,0,707
President and Vice President,0208,808,354,1172,2201,53.25%,0,0,0,1143
President and Vice President,0209,0,4,4,0,0.00%,0,0,0,4
President and Vice President,0210,1018,542,1560,2300,67.83%,0,0,0,1547
President and Vice President,0211,712,686,1398,2797,49.98%,0,0,0,1367
President and Vice President,0212,219,314,533,1266,42.10%,0,0,0,518
President and Vice President,0213,1513,939,2552,3308,77.15%,0,0,0,2525
President and Vice President,0214,804,544,1348,1795,75.10%,0,0,0,1338
President and Vice President,0215,850,786,1636,2168,75.46%,0,0,0,1617
President and Vice President,0216,784,320,1104,1917,57.59%,0,0,0,1083
President and Vice President,0217,1404,551,2055,2637,77.93%,0,0,0,2042
President and Vice President,0218,592,608,1300,2274,57.17%,0,0,0,1282
President and Vice President,0219,1122,587,1709,2654,64.39%,0,0,0,1682
President and Vice President,0220,711,353,1064,2360,45.08%,0,0,0,1035
President and Vice President,0221,700,511,1311,2489,52.67%,0,0,0,1276
President and Vice President,0222,1,1017,792,1809,2384,75.88%,0,0,0,1798
President and Vice President,0223,1351,750,2121,3528,60.12%,0,0,0,2109
President and Vice President,0224,905,549,1555,2259,68.84%,1,0,0,1544
President and Vice President,0225,1114,720,1834,3155,58.13%,0,0,0,1809
President and Vice President,0225,529,545,1074,2393,44.88%,0,0,0,1055
President and Vice President,0227,952,451,1403,1767,79.40%,0,0,0,1395
President and Vice President,0228,584,155,749,1073,69.80%,0,0,0,738
President and Vice President,0229,152,207,359,811,44.27%,0,0,0,345
President and Vice President,0230,421,153,574,1096,52.37%,0,0,0,568
President and Vice President,0231,554,471,1035,2219,46.64%,0,0,0,1008
President and Vice President,0232,591,545,1237,1696,72.94%,0,0,0,1226
President and Vice President,0233,1847,1053,2910,4132,70.43%,1,0,0,2886
President and Vice President,0234,2104,885,2989,3854,77.56%,0,0,0,2960
President and Vice President,0235,455,242,708,1305,54.25%,0,0,0,694
President and Vice President,0235,779,342,1121,2144,52.29%,0,0,0,1095
President and Vice President,0237,794,441,1235,2181,56.63%,0,0,0,1216
President and Vice President,0238,541,422,1063,1901,55.92%,0,0,0,1048
President and Vice President,0239,755,357,1123,1997,56.23%,0,0,0,1109
President and Vice President,0240,1150,402,1562,2688,58.11%,0,0,0,1535
President and Vice President,0241,494,479,973,2296,42.38%,0,0,0,946
President and Vice President,0242,353,323,686,1570,43.69%,0,0,2,675
President and Vice President,0243,254,50,304,452,67.26%,0,0,0,298
President and Vice President,0244,1102,555,1758,2912,60.37%,0,0,0,1739
President and Vice President,0245,2344,1115,3459,5240,66.01%,0,0,0,3419
President and Vice President,0245,1555,524,2209,2999,73.66%,0,0,0,2185
President and Vice President,0247,422,403,825,1607,51.34%,0,0,0,815
President and Vice President,0248,408,405,813,2122,38.31%,0,0,0,788
President and Vice President,0249,1032,451,1513,2676,56.54%,0,0,0,1493
President and Vice President,0250,307,247,554,951,58.25%,0,0,0,543
President and Vice President,0251,510,529,1339,2072,64.62%,0,0,0,1321
President and Vice President,0252,1111,355,1467,2350,62.43%,0,0,0,1439
President and Vice President,0253,924,325,1249,2252,55.46%,0,0,0,1231
President and Vice President,0254,220,252,502,1476,34.01%,0,0,0,493
President and Vice President,0255,1004,797,1801,2411,74.70%,0,0,0,1785
President and Vice President,0255,1050,755,1826,3226,56.60%,0,0,0,1788
President and Vice President,0257,554,571,1125,2403,46.82%,0,0,0,1108
President and Vice President,0255,1555,555,2474,3286,75.29%,0,0,0,2453
President and Vice President,0259,1210,450,1670,2408,69.35%,0,0,0,1656
President and Vice President,0250,420,290,710,1187,59.81%,0,0,0,697
President and Vice President,0251,175,133,309,749,41.26%,0,0,0,302
President and Vice President,0252,1474,905,2380,4232,56.24%,0,0,0,2341
President and Vice President,0263,1789,719,2508,3319,75.56%,0,0,0,2489
President and Vice President,0254,935,539,1577,2939,53.66%,0,0,0,1544
President and Vice President,0255,1944,574,2618,3617,72.38%,0,0,0,2586
President and Vice President,0255,553,542,1095,2119,51.68%,0,0,0,1075
President and Vice President,0257,294,305,599,1346,44.50%,0,0,0,579
President and Vice President,0268,936,810,1746,2387,73.15%,0,0,0,1731
President and Vice President,0259,1145,444,1592,1981,80.36%,0,0,0,1577
President and Vice President,0270,1403,570,2273,3517,64.63%,1,0,0,2237
President and Vice President,0271,1303,371,1674,2469,67.80%,0,0,0,1641
President and Vice President,0272,514,454,1098,2112,51.99%,0,0,0,1086
President and Vice President,0273,1143,534,1777,2426,73.25%,0,0,0,1767
President and Vice President,0274,1055,354,1420,2063,68.83%,0,0,0,1412
President and Vice President,0275,570,410,980,1730,56.65%,0,0,0,968
President and Vice President,0275,1140,404,1544,2532,60.98%,0,0,0,1511
President and Vice President,0277,344,305,649,1473,44.06%,0,0,0,637
President and Vice President,0278,758,507,1365,2405,56.76%,0,0,0,1332
President and Vice President,0279,549,383,932,1899,49.08%,0,0,0,911
President and Vice President,0280,303,350,663,1515,43.76%,1,0,0,648
President and Vice President,0281,1091,903,1994,2610,76.40%,0,0,0,1968
President and Vice President,0282,594,591,1285,1988,64.64%,0,0,0,1273
President and Vice President,0283,0,0,0,0,0.00%,0,0,0,0
President and Vice President,0284,1139,595,1734,3262,53.16%,0,0,0,1711
President and Vice President,0285,989,509,1498,2505,59.80%,0,0,0,1470
President and Vice President,0286,2559,1053,3712,5719,64.91%,0,0,0,3647
President and Vice President,0287,549,542,1191,1616,73.70%,0,0,0,1184
President and Vice President,0288,1035,380,1416,2259,62.68%,0,0,0,1399
President and Vice President,0289,375,397,773,1510,51.19%,0,0,0,750
President and Vice President,0290,579,429,1008,1567,64.33%,0,0,0,993
President and Vice President,0291,543,298,841,1203,69.91%,0,0,0,835
President and Vice President,0292,479,235,715,1272,56.21%,0,0,0,703
President and Vice President,0293,522,557,1179,1733,68.03%,0,0,0,1162
President and Vice President,0294,989,298,1287,2107,61.08%,0,0,0,1272
President and Vice President,0295,315,189,504,862,58.47%,0,0,0,493
President and Vice President,0295,505,432,1037,1693,61.25%,0,0,0,1019
President and Vice President,0297,580,445,1025,1978,51.82%,0,0,0,1008
President and Vice President,0298,851,475,1326,2083,63.66%,0,0,0,1308
President and Vice President,0299,328,213,541,1231,43.95%,0,0,0,528
President and Vice President,0300,3020,922,3942,5040,78.21%,0,0,0,3919
President and Vice President,0301,450,555,1105,2397,46.10%,0,0,0,1080
President and Vice President,0302,713,535,1348,2724,49.49%,0,0,0,1325
President and Vice President,0303,1780,755,2535,3172,79.92%,0,0,0,2506
President and Vice President,0304,979,648,1627,2266,71.80%,0,0,0,1602
President and Vice President,0305,1321,858,2179,3621,60.18%,0,0,0,2132
President and Vice President,0305,1020,323,1343,1847,72.71%,0,0,0,1334
President and Vice President,0307,1248,876,2124,2931,72.47%,0,0,0,2097
President and Vice President,0308,445,238,683,1266,53.95%,0,0,0,666
President and Vice President,0309,1389,612,2001,2529,79.12%,1,0,0,1988
President and Vice President,0310,625,348,973,1437,67.71%,0,0,0,960
President and Vice President,0311,866,699,1565,2997,52.22%,0,0,0,1516
President and Vice President,0312,1603,718,2321,3669,63.26%,1,0,0,2303
President and Vice President,0313,22,1,23,60,38.33%,0,0,0,23
President and Vice President,0314,2499,1221,3720,5225,71.20%,1,0,2,3697
President and Vice President,0315,714,479,1193,1618,73.73%,0,0,0,1183
President and Vice President,0316,686,411,1097,1522,72.08%,0,0,0,1085
